parents,has_nurs,form,children,housing,finance,social,health,class
great_pret,very_crit,incomplete,2_c,less_conv,inconv,problematic,not_recom,not_recom
usual,critical,completed,1_c,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,2_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,improper,completed,3_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,very_crit,incomplete,2_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,less_proper,complete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,critical,completed,more_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,foster,more_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,critical,complete,1_c,convenient,inconv,slightly_prob,not_recom,not_recom
great_pret,less_proper,completed,3_c,critical,inconv,nonprob,not_recom,not_recom
great_pret,less_proper,complete,1_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,improper,completed,2_c,critical,inconv,nonprob,not_recom,not_recom
usual,proper,foster,1_c,less_conv,inconv,problematic,not_recom,not_recom
pretentious,improper,foster,3_c,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,foster,more_c,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,improper,foster,more_c,convenient,inconv,nonprob,not_recom,not_recom
usual,proper,incomplete,more_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,more_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,3_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,very_crit,complete,3_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,improper,foster,1_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,critical,completed,1_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,complete,more_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,very_crit,foster,more_c,less_conv,inconv,problematic,not_recom,not_recom
pretentious,proper,complete,more_c,convenient,convenient,problematic,not_recom,not_recom
great_pret,less_proper,completed,2_c,convenient,convenient,problematic,not_recom,not_recom
great_pret,less_proper,foster,2_c,convenient,convenient,nonprob,not_recom,not_recom
great_pret,very_crit,incomplete,1_c,less_conv,convenient,problematic,not_recom,not_recom
usual,improper,complete,3_c,critical,inconv,problematic,not_recom,not_recom
usual,critical,complete,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,2_c,critical,convenient,nonprob,not_recom,not_recom
usual,critical,completed,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,completed,1_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,complete,more_c,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,improper,foster,1_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,complete,1_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,critical,complete,2_c,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,2_c,critical,inconv,problematic,not_recom,not_recom
great_pret,critical,foster,1_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,improper,completed,1_c,convenient,inconv,problematic,not_recom,not_recom
usual,proper,incomplete,3_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,critical,foster,2_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,foster,more_c,convenient,inconv,problematic,not_recom,not_recom
pretentious,proper,completed,more_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,proper,foster,3_c,critical,inconv,slightly_prob,not_recom,not_recom
usual,improper,incomplete,more_c,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,incomplete,3_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,critical,incomplete,2_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,foster,3_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,improper,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,critical,complete,1_c,less_conv,inconv,problematic,not_recom,not_recom
usual,proper,completed,3_c,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,1_c,less_conv,inconv,problematic,not_recom,not_recom
usual,critical,completed,more_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,improper,complete,2_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,less_proper,completed,1_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,improper,foster,3_c,critical,convenient,problematic,not_recom,not_recom
great_pret,proper,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,proper,incomplete,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,proper,completed,1_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,proper,foster,more_c,critical,inconv,problematic,not_recom,not_recom
usual,critical,incomplete,1_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,critical,complete,more_c,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,more_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,1_c,convenient,convenient,nonprob,not_recom,not_recom
usual,critical,complete,more_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,foster,3_c,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,complete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,proper,complete,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,critical,completed,3_c,convenient,convenient,nonprob,not_recom,not_recom
usual,improper,foster,1_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,improper,completed,3_c,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,1_c,convenient,convenient,problematic,not_recom,not_recom
usual,very_crit,complete,3_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,critical,foster,more_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,critical,complete,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
great_pret,less_proper,incomplete,1_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,critical,incomplete,3_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,proper,foster,more_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,proper,completed,1_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,critical,completed,1_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,improper,incomplete,2_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,proper,incomplete,3_c,less_conv,inconv,problematic,not_recom,not_recom
usual,critical,complete,more_c,less_conv,convenient,problematic,not_recom,not_recom
usual,improper,completed,more_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,complete,3_c,critical,inconv,problematic,not_recom,not_recom
pretentious,improper,foster,1_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,improper,complete,more_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,less_proper,incomplete,2_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,less_proper,incomplete,1_c,convenient,inconv,nonprob,not_recom,not_recom
usual,improper,foster,1_c,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,3_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,1_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,improper,incomplete,1_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,critical,incomplete,3_c,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,foster,more_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,improper,incomplete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,complete,1_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,incomplete,more_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,completed,more_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,critical,complete,3_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,incomplete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,proper,foster,1_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,3_c,critical,inconv,nonprob,not_recom,not_recom
great_pret,less_proper,foster,more_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,very_crit,foster,more_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,complete,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,critical,incomplete,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,1_c,critical,convenient,problematic,not_recom,not_recom
pretentious,improper,foster,more_c,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,3_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,critical,incomplete,2_c,convenient,convenient,problematic,not_recom,not_recom
usual,proper,complete,1_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,proper,foster,2_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,improper,foster,1_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,complete,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,2_c,critical,inconv,slightly_prob,not_recom,not_recom
usual,proper,completed,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,incomplete,2_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,1_c,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,3_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,complete,more_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,improper,completed,2_c,critical,convenient,problematic,not_recom,not_recom
usual,improper,foster,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,critical,foster,more_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,critical,completed,2_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,2_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,improper,completed,more_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,proper,foster,3_c,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,1_c,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,foster,1_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,foster,3_c,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,1_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,complete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,complete,1_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,improper,completed,more_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,2_c,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,complete,3_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,proper,completed,1_c,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,3_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,improper,incomplete,more_c,critical,convenient,slightly_prob,not_recom,not_recom
usual,critical,foster,1_c,less_conv,convenient,problematic,not_recom,not_recom
usual,very_crit,incomplete,3_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,proper,completed,more_c,less_conv,inconv,problematic,not_recom,not_recom
usual,critical,completed,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,proper,foster,2_c,critical,convenient,slightly_prob,not_recom,not_recom
usual,proper,complete,3_c,convenient,convenient,nonprob,not_recom,not_recom
great_pret,improper,complete,3_c,convenient,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,foster,1_c,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,2_c,critical,inconv,problematic,not_recom,not_recom
usual,improper,completed,2_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,incomplete,2_c,critical,inconv,nonprob,not_recom,not_recom
great_pret,proper,complete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,2_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,improper,incomplete,more_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,1_c,less_conv,inconv,nonprob,not_recom,not_recom
usual,improper,completed,more_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,proper,incomplete,2_c,critical,convenient,problematic,not_recom,not_recom
great_pret,less_proper,completed,2_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,critical,complete,3_c,critical,convenient,problematic,not_recom,not_recom
great_pret,improper,completed,1_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,foster,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,proper,completed,more_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,improper,completed,2_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,proper,complete,3_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,critical,foster,more_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,proper,complete,1_c,convenient,inconv,nonprob,not_recom,not_recom
great_pret,very_crit,incomplete,3_c,critical,inconv,nonprob,not_recom,not_recom
great_pret,critical,foster,1_c,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,2_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,incomplete,2_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,less_proper,foster,more_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,improper,completed,3_c,critical,convenient,problematic,not_recom,not_recom
great_pret,very_crit,incomplete,1_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,improper,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,completed,2_c,convenient,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,3_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,critical,complete,1_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,very_crit,incomplete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,less_proper,complete,3_c,less_conv,inconv,nonprob,not_recom,not_recom
usual,proper,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,proper,incomplete,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,foster,3_c,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,improper,complete,2_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,improper,incomplete,1_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,critical,foster,more_c,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,critical,complete,1_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,2_c,critical,convenient,nonprob,not_recom,not_recom
usual,critical,foster,3_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,improper,foster,3_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,1_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,proper,incomplete,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,completed,2_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,improper,complete,more_c,convenient,convenient,problematic,not_recom,not_recom
usual,critical,completed,2_c,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,proper,completed,more_c,critical,convenient,problematic,not_recom,not_recom
great_pret,improper,complete,more_c,less_conv,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,critical,incomplete,2_c,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,more_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,2_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,very_crit,foster,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,foster,2_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,proper,foster,3_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,improper,foster,3_c,critical,inconv,problematic,not_recom,not_recom
usual,proper,incomplete,more_c,less_conv,inconv,problematic,not_recom,not_recom
pretentious,proper,complete,2_c,convenient,inconv,nonprob,not_recom,not_recom
usual,improper,completed,1_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,foster,2_c,critical,inconv,problematic,not_recom,not_recom
usual,proper,complete,1_c,critical,inconv,problematic,not_recom,not_recom
great_pret,proper,completed,more_c,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,improper,complete,more_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,improper,incomplete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,foster,more_c,convenient,convenient,nonprob,not_recom,not_recom
usual,improper,incomplete,1_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,incomplete,2_c,critical,convenient,problematic,not_recom,not_recom
pretentious,critical,incomplete,more_c,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,more_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,very_crit,completed,2_c,critical,inconv,problematic,not_recom,not_recom
great_pret,critical,completed,1_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,improper,incomplete,2_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,very_crit,incomplete,1_c,critical,convenient,nonprob,not_recom,not_recom
pretentious,improper,complete,2_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,completed,more_c,critical,inconv,problematic,not_recom,not_recom
great_pret,improper,incomplete,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,3_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,very_crit,foster,2_c,critical,convenient,nonprob,not_recom,not_recom
usual,critical,complete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,improper,completed,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,1_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,foster,2_c,convenient,convenient,nonprob,not_recom,not_recom
great_pret,very_crit,complete,3_c,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,foster,more_c,convenient,convenient,slightly_prob,not_recom,not_recom
usual,critical,complete,1_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,critical,incomplete,2_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,more_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,improper,complete,2_c,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,2_c,critical,convenient,problematic,not_recom,not_recom
usual,proper,incomplete,2_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,foster,3_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,improper,completed,2_c,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,improper,foster,more_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,1_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,complete,3_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,complete,3_c,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,foster,2_c,less_conv,inconv,nonprob,not_recom,not_recom
usual,improper,complete,1_c,critical,convenient,problematic,not_recom,not_recom
pretentious,proper,incomplete,2_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,very_crit,foster,2_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,improper,incomplete,2_c,critical,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,1_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,critical,incomplete,1_c,convenient,inconv,slightly_prob,not_recom,not_recom
great_pret,critical,foster,more_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,incomplete,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,proper,incomplete,3_c,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,foster,1_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,1_c,critical,convenient,nonprob,not_recom,not_recom
usual,critical,incomplete,2_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,proper,incomplete,more_c,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,2_c,critical,convenient,problematic,not_recom,not_recom
great_pret,proper,completed,more_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,very_crit,complete,1_c,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,proper,complete,1_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,1_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,foster,2_c,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,foster,1_c,convenient,convenient,problematic,not_recom,not_recom
great_pret,improper,completed,more_c,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,critical,incomplete,2_c,convenient,inconv,problematic,not_recom,not_recom
usual,improper,incomplete,2_c,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,completed,1_c,critical,inconv,slightly_prob,not_recom,not_recom
great_pret,less_proper,foster,1_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,critical,complete,3_c,critical,convenient,problematic,not_recom,not_recom
usual,improper,completed,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,improper,completed,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,2_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,incomplete,1_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,proper,complete,2_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,proper,foster,3_c,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,very_crit,foster,more_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,critical,incomplete,3_c,convenient,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,more_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,critical,foster,more_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,proper,complete,1_c,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,improper,foster,more_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more_c,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,incomplete,1_c,less_conv,convenient,problematic,not_recom,not_recom
usual,critical,complete,more_c,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,2_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,2_c,convenient,inconv,nonprob,not_recom,not_recom
usual,proper,complete,2_c,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,more_c,less_conv,inconv,nonprob,not_recom,not_recom
usual,proper,complete,3_c,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,more_c,less_conv,convenient,problematic,not_recom,not_recom
great_pret,improper,foster,2_c,less_conv,convenient,problematic,not_recom,not_recom
usual,proper,complete,more_c,critical,inconv,problematic,not_recom,not_recom
usual,very_crit,incomplete,more_c,critical,inconv,slightly_prob,not_recom,not_recom
usual,improper,completed,2_c,convenient,inconv,nonprob,recommended,very_recom
pretentious,proper,complete,2_c,convenient,inconv,nonprob,recommended,very_recom
pretentious,proper,foster,3_c,convenient,convenient,nonprob,recommended,very_recom
usual,improper,complete,1_c,convenient,convenient,slightly_prob,recommended,very_recom
usual,improper,complete,1_c,less_conv,convenient,nonprob,recommended,very_recom
usual,proper,foster,1_c,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,1_c,convenient,inconv,slightly_prob,recommended,very_recom
pretentious,proper,complete,1_c,less_conv,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,2_c,less_conv,inconv,nonprob,recommended,very_recom
usual,less_proper,foster,more_c,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,proper,incomplete,1_c,convenient,inconv,slightly_prob,recommended,very_recom
usual,proper,incomplete,1_c,less_conv,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,2_c,less_conv,convenient,nonprob,recommended,very_recom
usual,improper,complete,more_c,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,proper,complete,2_c,less_conv,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,2_c,convenient,inconv,slightly_prob,recommended,very_recom
usual,less_proper,completed,1_c,convenient,inconv,slightly_prob,recommended,very_recom
usual,improper,complete,1_c,less_conv,inconv,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,1_c,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,1_c,less_conv,inconv,nonprob,recommended,very_recom
usual,improper,incomplete,more_c,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,1_c,convenient,convenient,nonprob,recommended,very_recom
pretentious,proper,complete,1_c,critical,convenient,nonprob,recommended,very_recom
usual,proper,incomplete,1_c,convenient,inconv,nonprob,recommended,very_recom
usual,proper,completed,1_c,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,2_c,convenient,inconv,nonprob,recommended,very_recom
pretentious,less_proper,complete,1_c,critical,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,more_c,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,1_c,less_conv,convenient,slightly_prob,recommended,very_recom
usual,improper,foster,1_c,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,2_c,less_conv,inconv,nonprob,recommended,very_recom
usual,improper,completed,2_c,less_conv,convenient,slightly_prob,recommended,very_recom
usual,proper,complete,1_c,less_conv,convenient,nonprob,recommended,very_recom
usual,proper,completed,more_c,critical,inconv,nonprob,recommended,priority
pretentious,proper,foster,more_c,critical,inconv,nonprob,priority,priority
usual,critical,foster,2_c,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,completed,3_c,critical,inconv,problematic,priority,priority
usual,very_crit,completed,1_c,convenient,convenient,slightly_prob,recommended,priority
usual,proper,incomplete,1_c,convenient,inconv,slightly_prob,priority,priority
pretentious,critical,completed,2_c,convenient,convenient,nonprob,recommended,priority
pretentious,improper,foster,3_c,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,foster,2_c,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,complete,2_c,critical,convenient,problematic,recommended,priority
pretentious,less_proper,foster,more_c,less_conv,inconv,slightly_prob,priority,priority
pretentious,proper,foster,2_c,less_conv,inconv,problematic,recommended,priority
usual,less_proper,incomplete,3_c,less_conv,inconv,problematic,recommended,priority
usual,less_proper,foster,more_c,less_conv,inconv,slightly_prob,priority,priority
pretentious,very_crit,incomplete,1_c,convenient,convenient,slightly_prob,recommended,priority
pretentious,proper,foster,more_c,less_conv,inconv,slightly_prob,recommended,priority
great_pret,proper,incomplete,1_c,convenient,convenient,nonprob,priority,priority
usual,critical,complete,1_c,convenient,inconv,slightly_prob,priority,priority
pretentious,proper,completed,2_c,convenient,inconv,slightly_prob,priority,priority
usual,proper,completed,3_c,less_conv,inconv,nonprob,recommended,priority
great_pret,less_proper,complete,2_c,convenient,convenient,problematic,priority,priority
usual,improper,completed,3_c,critical,convenient,problematic,priority,priority
usual,proper,foster,1_c,critical,inconv,nonprob,priority,priority
